Mobjects
Class Name,Module,File Path,Description
Axes,manim.mobject.graphing.coordinate_systems,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/coordinate_systems.py,"Creates a set of axes.  Parameters ---------- x_range     The ``(x_min, x_max, x_step)`` values of the x-axis. y_range     The ``(y_min, y_max, y_step)`` values of the y-axis. x_length     The length of the x-axis. y_length     The length of the y-axis. axis_config     Arguments to be passed to :class:`~.NumberLine` that influences both axes. x_axis_config     Arguments to be passed to :class:`~.NumberLine` that influence the x-axis. y_axis_config     Arguments to be passed to :class:`~.NumberLine` that influence the y-axis. tips     Whether or not to include the tips on both axes. kwargs     Additional arguments to be passed to :class:`CoordinateSystem` and :class:`~.VGroup`.  Examples -------- .. manim:: LogScalingExample     :save_last_frame:      class LogScalingExample(Scene):         def construct(self):             ax = Axes(                 x_range=[0, 10, 1],                 y_range=[-2, 6, 1],                 tips=False,                 axis_config={""include_numbers"": True},                 y_axis_config={""scaling"": LogBase(custom_labels=True)},             )              # x_min must be > 0 because log is undefined at 0.             graph = ax.plot(lambda x: x ** 2, x_range=[0.001, 10], use_smoothing=False)             self.add(ax, graph)  Styling arguments can be passed to the underlying :class:`.NumberLine` mobjects that represent the axes:  .. manim:: AxesWithDifferentTips     :save_last_frame:      class AxesWithDifferentTips(Scene):         def construct(self):             ax = Axes(axis_config={'tip_shape': StealthTip})             self.add(ax)"
ComplexPlane,manim.mobject.graphing.coordinate_systems,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/coordinate_systems.py,"A :class:`~.NumberPlane` specialized for use with complex numbers.  Examples -------- .. manim:: ComplexPlaneExample     :save_last_frame:     :ref_classes: Dot MathTex      class ComplexPlaneExample(Scene):         def construct(self):             plane = ComplexPlane().add_coordinates()             self.add(plane)             d1 = Dot(plane.n2p(2 + 1j), color=YELLOW)             d2 = Dot(plane.n2p(-3 - 2j), color=YELLOW)             label1 = MathTex(""2+i"").next_to(d1, UR, 0.1)             label2 = MathTex(""-3-2i"").next_to(d2, UR, 0.1)             self.add(                 d1,                 label1,                 d2,                 label2,             )"
NumberPlane,manim.mobject.graphing.coordinate_systems,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/coordinate_systems.py,"Creates a cartesian plane with background lines.  Parameters ---------- x_range     The ``[x_min, x_max, x_step]`` values of the plane in the horizontal direction. y_range     The ``[y_min, y_max, y_step]`` values of the plane in the vertical direction. x_length     The width of the plane. y_length     The height of the plane. background_line_style     Arguments that influence the construction of the background lines of the plane. faded_line_style     Similar to :attr:`background_line_style`, affects the construction of the scene's background lines. faded_line_ratio     Determines the number of boxes within the background lines: :code:`2` = 4 boxes, :code:`3` = 9 boxes. make_smooth_after_applying_functions     Currently non-functional. kwargs     Additional arguments to be passed to :class:`Axes`.   .. note::     If :attr:`x_length` or :attr:`y_length` are not defined, they are automatically calculated such that     one unit on each axis is one Manim unit long.  Examples -------- .. manim:: NumberPlaneExample     :save_last_frame:      class NumberPlaneExample(Scene):         def construct(self):             number_plane = NumberPlane(                 background_line_style={                     ""stroke_color"": TEAL,                     ""stroke_width"": 4,                     ""stroke_opacity"": 0.6                 }             )             self.add(number_plane)  .. manim:: NumberPlaneScaled     :save_last_frame:      class NumberPlaneScaled(Scene):         def construct(self):             number_plane = NumberPlane(                 x_range=(-4, 11, 1),                 y_range=(-3, 3, 1),                 x_length=5,                 y_length=2,             ).move_to(LEFT*3)              number_plane_scaled_y = NumberPlane(                 x_range=(-4, 11, 1),                 x_length=5,                 y_length=4,             ).move_to(RIGHT*3)              self.add(number_plane)             self.add(number_plane_scaled_y)"
PolarPlane,manim.mobject.graphing.coordinate_systems,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/coordinate_systems.py,"Creates a polar plane with background lines.  Parameters ---------- azimuth_step     The number of divisions in the azimuth (also known as the `angular coordinate` or `polar angle`). If ``None`` is specified then it will use the default     specified by ``azimuth_units``:      - ``""PI radians""`` or ``""TAU radians""``: 20     - ``""degrees""``: 36     - ``""gradians""``: 40     - ``None``: 1      A non-integer value will result in a partial division at the end of the circle.  size     The diameter of the plane.  radius_step     The distance between faded radius lines.  radius_max     The maximum value of the radius.  azimuth_units     Specifies a default labelling system for the azimuth. Choices are:      - ``""PI radians""``: Fractional labels in the interval :math:`\left[0, 2\pi\right]` with :math:`\pi` as a constant.     - ``""TAU radians""``: Fractional labels in the interval :math:`\left[0, \tau\right]` (where :math:`\tau = 2\pi`) with :math:`\tau` as a constant.     - ``""degrees""``: Decimal labels in the interval :math:`\left[0, 360\right]` with a degree (:math:`^{\circ}`) symbol.     - ``""gradians""``: Decimal labels in the interval :math:`\left[0, 400\right]` with a superscript ""g"" (:math:`^{g}`).     - ``None``: Decimal labels in the interval :math:`\left[0, 1\right]`.  azimuth_compact_fraction     If the ``azimuth_units`` choice has fractional labels, choose whether to     combine the constant in a compact form :math:`\tfrac{xu}{y}` as opposed to     :math:`\tfrac{x}{y}u`, where :math:`u` is the constant.  azimuth_offset     The angle offset of the azimuth, expressed in radians.  azimuth_direction     The direction of the azimuth.      - ``""CW""``: Clockwise.     - ``""CCW""``: Anti-clockwise.  azimuth_label_buff     The buffer for the azimuth labels.  azimuth_label_font_size     The font size of the azimuth labels.  radius_config     The axis config for the radius.  Examples -------- .. manim:: PolarPlaneExample     :ref_classes: PolarPlane     :save_last_frame:      class PolarPlaneExample(Scene):         def construct(self):             polarplane_pi = PolarPlane(                 azimuth_units=""PI radians"",                 size=6,                 azimuth_label_font_size=33.6,                 radius_config={""font_size"": 33.6},             ).add_coordinates()             self.add(polarplane_pi)"
ThreeDAxes,manim.mobject.graphing.coordinate_systems,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/coordinate_systems.py,"A 3-dimensional set of axes.  Parameters ---------- x_range     The ``[x_min, x_max, x_step]`` values of the x-axis. y_range     The ``[y_min, y_max, y_step]`` values of the y-axis. z_range     The ``[z_min, z_max, z_step]`` values of the z-axis. x_length     The length of the x-axis. y_length     The length of the y-axis. z_length     The length of the z-axis. z_axis_config     Arguments to be passed to :class:`~.NumberLine` that influence the z-axis. z_normal     The direction of the normal. num_axis_pieces     The number of pieces used to construct the axes. light_source     The direction of the light source. depth     Currently non-functional. gloss     Currently non-functional. kwargs     Additional arguments to be passed to :class:`Axes`."
FunctionGraph,manim.mobject.graphing.functions,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/functions.py,"A :class:`ParametricFunction` that spans the length of the scene by default.  Examples -------- .. manim:: ExampleFunctionGraph     :save_last_frame:      class ExampleFunctionGraph(Scene):         def construct(self):             cos_func = FunctionGraph(                 lambda t: np.cos(t) + 0.5 * np.cos(7 * t) + (1 / 7) * np.cos(14 * t),                 color=RED,             )              sin_func_1 = FunctionGraph(                 lambda t: np.sin(t) + 0.5 * np.sin(7 * t) + (1 / 7) * np.sin(14 * t),                 color=BLUE,             )              sin_func_2 = FunctionGraph(                 lambda t: np.sin(t) + 0.5 * np.sin(7 * t) + (1 / 7) * np.sin(14 * t),                 x_range=[-4, 4],                 color=GREEN,             ).move_to([0, 1, 0])              self.add(cos_func, sin_func_1, sin_func_2)"
ImplicitFunction,manim.mobject.graphing.functions,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/functions.py,"A vectorized mobject.  Parameters ---------- background_stroke_color     The purpose of background stroke is to have something     that won't overlap fill, e.g.  For text against some     textured background. sheen_factor     When a color c is set, there will be a second color     computed based on interpolating c to WHITE by with     sheen_factor, and the display will gradient to this     secondary color in the direction of sheen_direction. close_new_points     Indicates that it will not be displayed, but     that it should count in parent mobject's path tolerance_for_point_equality     This is within a pixel joint_type     The line joint type used to connect the curve segments     of this vectorized mobject. See :class:`.LineJointType`     for options."
ImplicitFunction,manim.mobject.graphing.functions,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/functions.py,"A vectorized mobject.  Parameters ---------- background_stroke_color     The purpose of background stroke is to have something     that won't overlap fill, e.g.  For text against some     textured background. sheen_factor     When a color c is set, there will be a second color     computed based on interpolating c to WHITE by with     sheen_factor, and the display will gradient to this     secondary color in the direction of sheen_direction. close_new_points     Indicates that it will not be displayed, but     that it should count in parent mobject's path tolerance_for_point_equality     This is within a pixel joint_type     The line joint type used to connect the curve segments     of this vectorized mobject. See :class:`.LineJointType`     for options."
ParametricFunction,manim.mobject.graphing.functions,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/functions.py,"A parametric curve.  Parameters ---------- function     The function to be plotted in the form of ``(lambda t: (x(t), y(t), z(t)))`` t_range     Determines the length that the function spans in the form of (t_min, t_max, step=0.01). By default ``[0, 1]`` scaling     Scaling class applied to the points of the function. Default of :class:`~.LinearBase`. use_smoothing     Whether to interpolate between the points of the function after they have been created.     (Will have odd behaviour with a low number of points) use_vectorized     Whether to pass in the generated t value array to the function as ``[t_0, t_1, ...]``.     Only use this if your function supports it. Output should be a numpy array     of shape ``[[x_0, x_1, ...], [y_0, y_1, ...], [z_0, z_1, ...]]`` but ``z`` can     also be 0 if the Axes is 2D discontinuities     Values of t at which the function experiences discontinuity. dt     The left and right tolerance for the discontinuities.   Examples -------- .. manim:: PlotParametricFunction     :save_last_frame:      class PlotParametricFunction(Scene):         def func(self, t):             return (np.sin(2 * t), np.sin(3 * t), 0)          def construct(self):             func = ParametricFunction(self.func, t_range = (0, TAU), fill_opacity=0).set_color(RED)             self.add(func.scale(3))  .. manim:: ThreeDParametricSpring     :save_last_frame:      class ThreeDParametricSpring(ThreeDScene):         def construct(self):             curve1 = ParametricFunction(                 lambda u: (                     1.2 * np.cos(u),                     1.2 * np.sin(u),                     u * 0.05                 ), color=RED, t_range = (-3*TAU, 5*TAU, 0.01)             ).set_shade_in_3d(True)             axes = ThreeDAxes()             self.add(axes, curve1)             self.set_camera_orientation(phi=80 * DEGREES, theta=-60 * DEGREES)             self.wait()  .. attention::     If your function has discontinuities, you'll have to specify the location     of the discontinuities manually. See the following example for guidance.  .. manim:: DiscontinuousExample     :save_last_frame:      class DiscontinuousExample(Scene):         def construct(self):             ax1 = NumberPlane((-3, 3), (-4, 4))             ax2 = NumberPlane((-3, 3), (-4, 4))             VGroup(ax1, ax2).arrange()             discontinuous_function = lambda x: (x ** 2 - 2) / (x ** 2 - 4)             incorrect = ax1.plot(discontinuous_function, color=RED)             correct = ax2.plot(                 discontinuous_function,                 discontinuities=[-2, 2],  # discontinuous points                 dt=0.1,  # left and right tolerance of discontinuity                 color=GREEN,             )             self.add(ax1, ax2, incorrect, correct)"
ParametricFunction,manim.mobject.graphing.functions,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/functions.py,"A parametric curve.  Parameters ---------- function     The function to be plotted in the form of ``(lambda t: (x(t), y(t), z(t)))`` t_range     Determines the length that the function spans in the form of (t_min, t_max, step=0.01). By default ``[0, 1]`` scaling     Scaling class applied to the points of the function. Default of :class:`~.LinearBase`. use_smoothing     Whether to interpolate between the points of the function after they have been created.     (Will have odd behaviour with a low number of points) use_vectorized     Whether to pass in the generated t value array to the function as ``[t_0, t_1, ...]``.     Only use this if your function supports it. Output should be a numpy array     of shape ``[[x_0, x_1, ...], [y_0, y_1, ...], [z_0, z_1, ...]]`` but ``z`` can     also be 0 if the Axes is 2D discontinuities     Values of t at which the function experiences discontinuity. dt     The left and right tolerance for the discontinuities.   Examples -------- .. manim:: PlotParametricFunction     :save_last_frame:      class PlotParametricFunction(Scene):         def func(self, t):             return (np.sin(2 * t), np.sin(3 * t), 0)          def construct(self):             func = ParametricFunction(self.func, t_range = (0, TAU), fill_opacity=0).set_color(RED)             self.add(func.scale(3))  .. manim:: ThreeDParametricSpring     :save_last_frame:      class ThreeDParametricSpring(ThreeDScene):         def construct(self):             curve1 = ParametricFunction(                 lambda u: (                     1.2 * np.cos(u),                     1.2 * np.sin(u),                     u * 0.05                 ), color=RED, t_range = (-3*TAU, 5*TAU, 0.01)             ).set_shade_in_3d(True)             axes = ThreeDAxes()             self.add(axes, curve1)             self.set_camera_orientation(phi=80 * DEGREES, theta=-60 * DEGREES)             self.wait()  .. attention::     If your function has discontinuities, you'll have to specify the location     of the discontinuities manually. See the following example for guidance.  .. manim:: DiscontinuousExample     :save_last_frame:      class DiscontinuousExample(Scene):         def construct(self):             ax1 = NumberPlane((-3, 3), (-4, 4))             ax2 = NumberPlane((-3, 3), (-4, 4))             VGroup(ax1, ax2).arrange()             discontinuous_function = lambda x: (x ** 2 - 2) / (x ** 2 - 4)             incorrect = ax1.plot(discontinuous_function, color=RED)             correct = ax2.plot(                 discontinuous_function,                 discontinuities=[-2, 2],  # discontinuous points                 dt=0.1,  # left and right tolerance of discontinuity                 color=GREEN,             )             self.add(ax1, ax2, incorrect, correct)"
NumberLine,manim.mobject.graphing.number_line,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/number_line.py,"Creates a number line with tick marks.  Parameters ---------- x_range     The ``[x_min, x_max, x_step]`` values to create the line. length     The length of the number line. unit_size     The distance between each tick of the line. Overwritten by :attr:`length`, if specified. include_ticks     Whether to include ticks on the number line. tick_size     The length of each tick mark. numbers_with_elongated_ticks     An iterable of specific values with elongated ticks. longer_tick_multiple     Influences how many times larger elongated ticks are than regular ticks (2 = 2x). rotation     The angle (in radians) at which the line is rotated. stroke_width     The thickness of the line. include_tip     Whether to add a tip to the end of the line. tip_width     The width of the tip. tip_height     The height of the tip. tip_shape     The mobject class used to construct the tip, or ``None`` (the     default) for the default arrow tip. Passed classes have to inherit     from :class:`.ArrowTip`. include_numbers     Whether to add numbers to the tick marks. The number of decimal places is determined     by the step size, this default can be overridden by ``decimal_number_config``. scaling     The way the ``x_range`` is value is scaled, i.e. :class:`~.LogBase` for a logarithmic numberline. Defaults to :class:`~.LinearBase`. font_size     The size of the label mobjects. Defaults to 36. label_direction     The specific position to which label mobjects are added on the line. label_constructor     Determines the mobject class that will be used to construct the labels of the number line. line_to_number_buff     The distance between the line and the label mobject. decimal_number_config     Arguments that can be passed to :class:`~.numbers.DecimalNumber` to influence number mobjects. numbers_to_exclude     An explicit iterable of numbers to not be added to the number line. numbers_to_include     An explicit iterable of numbers to add to the number line kwargs     Additional arguments to be passed to :class:`~.Line`.   .. note::      Number ranges that include both negative and positive values will be generated     from the 0 point, and may not include a tick at the min / max     values as the tick locations are dependent on the step size.  Examples -------- .. manim:: NumberLineExample     :save_last_frame:      class NumberLineExample(Scene):         def construct(self):             l0 = NumberLine(                 x_range=[-10, 10, 2],                 length=10,                 color=BLUE,                 include_numbers=True,                 label_direction=UP,             )              l1 = NumberLine(                 x_range=[-10, 10, 2],                 unit_size=0.5,                 numbers_with_elongated_ticks=[-2, 4],                 include_numbers=True,                 font_size=24,             )             num6 = l1.numbers[8]             num6.set_color(RED)              l2 = NumberLine(                 x_range=[-2.5, 2.5 + 0.5, 0.5],                 length=12,                 decimal_number_config={""num_decimal_places"": 2},                 include_numbers=True,             )              l3 = NumberLine(                 x_range=[-5, 5 + 1, 1],                 length=6,                 include_tip=True,                 include_numbers=True,                 rotation=10 * DEGREES,             )              line_group = VGroup(l0, l1, l2, l3).arrange(DOWN, buff=1)             self.add(line_group)"
NumberLine,manim.mobject.graphing.number_line,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/number_line.py,"Creates a number line with tick marks.  Parameters ---------- x_range     The ``[x_min, x_max, x_step]`` values to create the line. length     The length of the number line. unit_size     The distance between each tick of the line. Overwritten by :attr:`length`, if specified. include_ticks     Whether to include ticks on the number line. tick_size     The length of each tick mark. numbers_with_elongated_ticks     An iterable of specific values with elongated ticks. longer_tick_multiple     Influences how many times larger elongated ticks are than regular ticks (2 = 2x). rotation     The angle (in radians) at which the line is rotated. stroke_width     The thickness of the line. include_tip     Whether to add a tip to the end of the line. tip_width     The width of the tip. tip_height     The height of the tip. tip_shape     The mobject class used to construct the tip, or ``None`` (the     default) for the default arrow tip. Passed classes have to inherit     from :class:`.ArrowTip`. include_numbers     Whether to add numbers to the tick marks. The number of decimal places is determined     by the step size, this default can be overridden by ``decimal_number_config``. scaling     The way the ``x_range`` is value is scaled, i.e. :class:`~.LogBase` for a logarithmic numberline. Defaults to :class:`~.LinearBase`. font_size     The size of the label mobjects. Defaults to 36. label_direction     The specific position to which label mobjects are added on the line. label_constructor     Determines the mobject class that will be used to construct the labels of the number line. line_to_number_buff     The distance between the line and the label mobject. decimal_number_config     Arguments that can be passed to :class:`~.numbers.DecimalNumber` to influence number mobjects. numbers_to_exclude     An explicit iterable of numbers to not be added to the number line. numbers_to_include     An explicit iterable of numbers to add to the number line kwargs     Additional arguments to be passed to :class:`~.Line`.   .. note::      Number ranges that include both negative and positive values will be generated     from the 0 point, and may not include a tick at the min / max     values as the tick locations are dependent on the step size.  Examples -------- .. manim:: NumberLineExample     :save_last_frame:      class NumberLineExample(Scene):         def construct(self):             l0 = NumberLine(                 x_range=[-10, 10, 2],                 length=10,                 color=BLUE,                 include_numbers=True,                 label_direction=UP,             )              l1 = NumberLine(                 x_range=[-10, 10, 2],                 unit_size=0.5,                 numbers_with_elongated_ticks=[-2, 4],                 include_numbers=True,                 font_size=24,             )             num6 = l1.numbers[8]             num6.set_color(RED)              l2 = NumberLine(                 x_range=[-2.5, 2.5 + 0.5, 0.5],                 length=12,                 decimal_number_config={""num_decimal_places"": 2},                 include_numbers=True,             )              l3 = NumberLine(                 x_range=[-5, 5 + 1, 1],                 length=6,                 include_tip=True,                 include_numbers=True,                 rotation=10 * DEGREES,             )              line_group = VGroup(l0, l1, l2, l3).arrange(DOWN, buff=1)             self.add(line_group)"
UnitInterval,manim.mobject.graphing.number_line,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/number_line.py,"Creates a number line with tick marks.  Parameters ---------- x_range     The ``[x_min, x_max, x_step]`` values to create the line. length     The length of the number line. unit_size     The distance between each tick of the line. Overwritten by :attr:`length`, if specified. include_ticks     Whether to include ticks on the number line. tick_size     The length of each tick mark. numbers_with_elongated_ticks     An iterable of specific values with elongated ticks. longer_tick_multiple     Influences how many times larger elongated ticks are than regular ticks (2 = 2x). rotation     The angle (in radians) at which the line is rotated. stroke_width     The thickness of the line. include_tip     Whether to add a tip to the end of the line. tip_width     The width of the tip. tip_height     The height of the tip. tip_shape     The mobject class used to construct the tip, or ``None`` (the     default) for the default arrow tip. Passed classes have to inherit     from :class:`.ArrowTip`. include_numbers     Whether to add numbers to the tick marks. The number of decimal places is determined     by the step size, this default can be overridden by ``decimal_number_config``. scaling     The way the ``x_range`` is value is scaled, i.e. :class:`~.LogBase` for a logarithmic numberline. Defaults to :class:`~.LinearBase`. font_size     The size of the label mobjects. Defaults to 36. label_direction     The specific position to which label mobjects are added on the line. label_constructor     Determines the mobject class that will be used to construct the labels of the number line. line_to_number_buff     The distance between the line and the label mobject. decimal_number_config     Arguments that can be passed to :class:`~.numbers.DecimalNumber` to influence number mobjects. numbers_to_exclude     An explicit iterable of numbers to not be added to the number line. numbers_to_include     An explicit iterable of numbers to add to the number line kwargs     Additional arguments to be passed to :class:`~.Line`.   .. note::      Number ranges that include both negative and positive values will be generated     from the 0 point, and may not include a tick at the min / max     values as the tick locations are dependent on the step size.  Examples -------- .. manim:: NumberLineExample     :save_last_frame:      class NumberLineExample(Scene):         def construct(self):             l0 = NumberLine(                 x_range=[-10, 10, 2],                 length=10,                 color=BLUE,                 include_numbers=True,                 label_direction=UP,             )              l1 = NumberLine(                 x_range=[-10, 10, 2],                 unit_size=0.5,                 numbers_with_elongated_ticks=[-2, 4],                 include_numbers=True,                 font_size=24,             )             num6 = l1.numbers[8]             num6.set_color(RED)              l2 = NumberLine(                 x_range=[-2.5, 2.5 + 0.5, 0.5],                 length=12,                 decimal_number_config={""num_decimal_places"": 2},                 include_numbers=True,             )              l3 = NumberLine(                 x_range=[-5, 5 + 1, 1],                 length=6,                 include_tip=True,                 include_numbers=True,                 rotation=10 * DEGREES,             )              line_group = VGroup(l0, l1, l2, l3).arrange(DOWN, buff=1)             self.add(line_group)"
BarChart,manim.mobject.graphing.probability,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/probability.py,"Creates a bar chart. Inherits from :class:`~.Axes`, so it shares its methods and attributes. Each axis inherits from :class:`~.NumberLine`, so pass in ``x_axis_config``/``y_axis_config`` to control their attributes.  Parameters ---------- values     A sequence of values that determines the height of each bar. Accepts negative values. bar_names     A sequence of names for each bar. Does not have to match the length of ``values``. y_range     The y_axis range of values. If ``None``, the range will be calculated based on the     min/max of ``values`` and the step will be calculated based on ``y_length``. x_length     The length of the x-axis. If ``None``, it is automatically calculated based on     the number of values and the width of the screen. y_length     The length of the y-axis. bar_colors     The color for the bars. Accepts a sequence of colors (can contain just one item).     If the length of``bar_colors`` does not match that of ``values``,     intermediate colors will be automatically determined. bar_width     The length of a bar. Must be between 0 and 1. bar_fill_opacity     The fill opacity of the bars. bar_stroke_width     The stroke width of the bars.  Examples -------- .. manim:: BarChartExample     :save_last_frame:      class BarChartExample(Scene):         def construct(self):             chart = BarChart(                 values=[-5, 40, -10, 20, -3],                 bar_names=[""one"", ""two"", ""three"", ""four"", ""five""],                 y_range=[-20, 50, 10],                 y_length=6,                 x_length=10,                 x_axis_config={""font_size"": 36},             )              c_bar_lbls = chart.get_bar_labels(font_size=48)              self.add(chart, c_bar_lbls)"
SampleSpace,manim.mobject.graphing.probability,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/graphing/probability.py,"A mobject representing a twodimensional rectangular sampling space.  Examples -------- .. manim:: ExampleSampleSpace     :save_last_frame:      class ExampleSampleSpace(Scene):         def construct(self):             poly1 = SampleSpace(stroke_width=15, fill_opacity=1)             poly2 = SampleSpace(width=5, height=3, stroke_width=5, fill_opacity=0.5)             poly3 = SampleSpace(width=2, height=2, stroke_width=5, fill_opacity=0.1)             poly3.divide_vertically(p_list=np.array([0.37, 0.13, 0.5]), colors=[BLACK, WHITE, GRAY], vect=RIGHT)             poly_group = VGroup(poly1, poly2, poly3).arrange()             self.add(poly_group)"
ManimBanner,manim.mobject.logo,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/logo.py,"Convenience class representing Manim's banner.  Can be animated using custom methods.  Parameters ---------- dark_theme     If ``True`` (the default), the dark theme version of the logo     (with light text font) will be rendered. Otherwise, if ``False``,     the light theme version (with dark text font) is used.  Examples -------- .. manim:: DarkThemeBanner      class DarkThemeBanner(Scene):         def construct(self):             banner = ManimBanner()             self.play(banner.create())             self.play(banner.expand())             self.wait()             self.play(Unwrite(banner))  .. manim:: LightThemeBanner      class LightThemeBanner(Scene):         def construct(self):             self.camera.background_color = ""#ece6e2""             banner = ManimBanner(dark_theme=False)             self.play(banner.create())             self.play(banner.expand())             self.wait()             self.play(Unwrite(banner))"
DecimalMatrix,manim.mobject.matrix,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/matrix.py,"A mobject that displays a matrix with decimal entries on the screen.  Examples --------  .. manim:: DecimalMatrixExample     :save_last_frame:      class DecimalMatrixExample(Scene):         def construct(self):             m0 = DecimalMatrix(                 [[3.456, 2.122], [33.2244, 12]],                 element_to_mobject_config={""num_decimal_places"": 2},                 left_bracket=""\\{"",                 right_bracket=""\\}"")             self.add(m0)"
IntegerMatrix,manim.mobject.matrix,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/matrix.py,"A mobject that displays a matrix with integer entries on the screen.  Examples --------  .. manim:: IntegerMatrixExample     :save_last_frame:      class IntegerMatrixExample(Scene):         def construct(self):             m0 = IntegerMatrix(                 [[3.7, 2], [42.2, 12]],                 left_bracket=""("",                 right_bracket="")"")             self.add(m0)"
Matrix,manim.mobject.matrix,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/matrix.py,"A mobject that displays a matrix on the screen.  Parameters ---------- matrix     A numpy 2d array or list of lists. v_buff     Vertical distance between elements, by default 0.8. h_buff     Horizontal distance between elements, by default 1.3. bracket_h_buff     Distance of the brackets from the matrix, by default ``MED_SMALL_BUFF``. bracket_v_buff     Height of the brackets, by default ``MED_SMALL_BUFF``. add_background_rectangles_to_entries     ``True`` if should add backgraound rectangles to entries, by default ``False``. include_background_rectangle     ``True`` if should include background rectangle, by default ``False``. element_to_mobject     The mobject class used to construct the elements, by default :class:`~.MathTex`. element_to_mobject_config     Additional arguments to be passed to the constructor in ``element_to_mobject``,     by default ``{}``. element_alignment_corner     The corner to which elements are aligned, by default ``DR``. left_bracket     The left bracket type, by default ``""[""``. right_bracket     The right bracket type, by default ``""]""``. stretch_brackets     ``True`` if should stretch the brackets to fit the height of matrix contents, by default ``True``. bracket_config     Additional arguments to be passed to :class:`~.MathTex` when constructing     the brackets.  Examples -------- The first example shows a variety of uses of this module while the second example exlpains the use of the options `add_background_rectangles_to_entries` and `include_background_rectangle`.  .. manim:: MatrixExamples     :save_last_frame:      class MatrixExamples(Scene):         def construct(self):             m0 = Matrix([[2, r""\pi""], [-1, 1]])             m1 = Matrix([[2, 0, 4], [-1, 1, 5]],                 v_buff=1.3,                 h_buff=0.8,                 bracket_h_buff=SMALL_BUFF,                 bracket_v_buff=SMALL_BUFF,                 left_bracket=r""\{"",                 right_bracket=r""\}"")             m1.add(SurroundingRectangle(m1.get_columns()[1]))             m2 = Matrix([[2, 1], [-1, 3]],                 element_alignment_corner=UL,                 left_bracket=""("",                 right_bracket="")"")             m3 = Matrix([[2, 1], [-1, 3]],                 left_bracket=r""\langle"",                 right_bracket=r""\rangle"")             m4 = Matrix([[2, 1], [-1, 3]],             ).set_column_colors(RED, GREEN)             m5 = Matrix([[2, 1], [-1, 3]],             ).set_row_colors(RED, GREEN)             g = Group(                 m0,m1,m2,m3,m4,m5             ).arrange_in_grid(buff=2)             self.add(g)  .. manim:: BackgroundRectanglesExample     :save_last_frame:      class BackgroundRectanglesExample(Scene):         def construct(self):             background= Rectangle().scale(3.2)             background.set_fill(opacity=.5)             background.set_color([TEAL, RED, YELLOW])             self.add(background)             m0 = Matrix([[12, -30], [-1, 15]],                 add_background_rectangles_to_entries=True)             m1 = Matrix([[2, 0], [-1, 1]],                 include_background_rectangle=True)             m2 = Matrix([[12, -30], [-1, 15]])             g = Group(m0, m1, m2).arrange(buff=2)             self.add(g)"
MobjectMatrix,manim.mobject.matrix,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/matrix.py,"A mobject that displays a matrix of mobject entries on the screen.  Examples --------  .. manim:: MobjectMatrixExample     :save_last_frame:      class MobjectMatrixExample(Scene):         def construct(self):             a = Circle().scale(0.3)             b = Square().scale(0.3)             c = MathTex(""\\pi"").scale(2)             d = Star().scale(0.3)             m0 = MobjectMatrix([[a, b], [c, d]])             self.add(m0)"
Group,manim.mobject.mobject,/Library/Frameworks/Python.framework/Versions/3.13/lib/python3.13/site-packages/manim/mobject/mobject.py,"Groups together multiple :class:`Mobjects <.Mobject>`.  Notes ----- When adding the same mobject more than once, repetitions are ignored. Use :meth:`.Mobject.copy` to create a separate copy which can then be added to the group."
